sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
108;pms5003;3520;-26.689;27.817;2021-05-14T15:24:14.370284+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:24:14.370284+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:24:14.370284+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:24:26.813334+00:00;humidity;32.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:24:26.813334+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T15:25:16.477102+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:25:16.477102+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:25:16.477102+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:25:28.967222+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T15:25:28.967222+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T15:26:18.458219+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:26:18.458219+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:26:18.458219+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:26:30.904909+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:26:30.904909+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T15:27:20.763581+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:27:20.763581+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:27:20.763581+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:27:33.292540+00:00;humidity;32.60
107;DHT22;3520;-26.689;27.817;2021-05-14T15:27:33.292540+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T15:28:23.016687+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:28:23.016687+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:28:23.016687+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:28:35.469708+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:28:35.469708+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:29:25.508423+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:29:25.508423+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:29:25.508423+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:29:38.567903+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T15:29:38.567903+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T15:30:35.836330+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:30:35.836330+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:30:35.836330+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:30:48.303805+00:00;humidity;32.80
107;DHT22;3520;-26.689;27.817;2021-05-14T15:30:48.303805+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:31:38.361997+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:31:38.361997+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:31:38.361997+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:31:50.748687+00:00;humidity;32.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:31:50.748687+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:32:40.237391+00:00;P2;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:32:40.237391+00:00;P1;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:32:40.237391+00:00;P0;0.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:32:52.649030+00:00;humidity;32.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:32:52.649030+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:33:42.194772+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:33:42.194772+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:33:42.194772+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:33:54.763737+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T15:33:54.763737+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:34:44.828785+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:34:44.828785+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:34:44.828785+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:34:57.286059+00:00;humidity;32.60
107;DHT22;3520;-26.689;27.817;2021-05-14T15:34:57.286059+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:35:46.780503+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:35:46.780503+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:35:46.780503+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:35:59.365742+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:35:59.365742+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:36:49.523198+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:36:49.523198+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:36:49.523198+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:37:01.931568+00:00;humidity;31.80
107;DHT22;3520;-26.689;27.817;2021-05-14T15:37:01.931568+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:37:55.610925+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:37:55.610925+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:37:55.610925+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:38:08.087703+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:38:08.087703+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:38:57.738550+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:38:57.738550+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:38:57.738550+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:39:10.200856+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:39:10.200856+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:40:01.035810+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:40:01.035810+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:40:01.035810+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:40:13.537335+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T15:40:13.537335+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:41:03.054820+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:41:03.054820+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:41:03.054820+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:41:15.501325+00:00;humidity;31.90
107;DHT22;3520;-26.689;27.817;2021-05-14T15:41:15.501325+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:42:05.207132+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:42:05.207132+00:00;P1;2.33
108;pms5003;3520;-26.689;27.817;2021-05-14T15:42:05.207132+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:42:17.709246+00:00;humidity;31.90
107;DHT22;3520;-26.689;27.817;2021-05-14T15:42:17.709246+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:43:07.307574+00:00;P2;0.75
108;pms5003;3520;-26.689;27.817;2021-05-14T15:43:07.307574+00:00;P1;0.75
108;pms5003;3520;-26.689;27.817;2021-05-14T15:43:07.307574+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:43:19.842766+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:43:19.842766+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:44:09.379666+00:00;P2;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:44:09.379666+00:00;P1;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:44:09.379666+00:00;P0;0.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:44:21.740570+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T15:44:21.740570+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:45:11.623825+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:45:11.623825+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:45:11.623825+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:45:24.022990+00:00;humidity;32.80
107;DHT22;3520;-26.689;27.817;2021-05-14T15:45:24.022990+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:46:13.461185+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:46:13.461185+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:46:13.461185+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:46:26.247613+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T15:46:26.247613+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:47:15.930059+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:47:15.930059+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:47:15.930059+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:47:28.338715+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T15:47:28.338715+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:48:18.943685+00:00;P2;0.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:48:18.943685+00:00;P1;0.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:48:18.943685+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:48:31.406427+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:48:31.406427+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:49:23.202682+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:49:23.202682+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:49:23.202682+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:49:35.664930+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T15:49:35.664930+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T15:50:25.502261+00:00;P2;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:50:25.502261+00:00;P1;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T15:50:25.502261+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:50:37.969073+00:00;humidity;31.90
107;DHT22;3520;-26.689;27.817;2021-05-14T15:50:37.969073+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:51:27.441262+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:51:27.441262+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:51:27.441262+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:51:40.067404+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:51:40.067404+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:52:29.626850+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:52:29.626850+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:52:29.626850+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:52:42.118157+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:52:42.118157+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:53:33.286538+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:53:33.286538+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:53:33.286538+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:53:45.715940+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T15:53:45.715940+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:54:35.406500+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:54:35.406500+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:54:35.406500+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:54:47.850930+00:00;humidity;31.90
107;DHT22;3520;-26.689;27.817;2021-05-14T15:54:47.850930+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:55:38.370321+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:55:38.370321+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:55:38.370321+00:00;P0;0.50
107;DHT22;3520;-26.689;27.817;2021-05-14T15:55:50.968057+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:55:50.968057+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:56:40.482727+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:56:40.482727+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:56:40.482727+00:00;P0;0.33
107;DHT22;3520;-26.689;27.817;2021-05-14T15:56:53.327738+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T15:56:53.327738+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:57:43.367021+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:57:43.367021+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:57:43.367021+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:57:55.935232+00:00;humidity;32.80
107;DHT22;3520;-26.689;27.817;2021-05-14T15:57:55.935232+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T15:58:46.151304+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:58:46.151304+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:58:46.151304+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T15:58:58.663462+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T15:58:58.663462+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T15:59:48.634835+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:59:48.634835+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T15:59:48.634835+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:00:01.112355+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:00:01.112355+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T16:00:51.261421+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:00:51.261421+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:00:51.261421+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:01:03.868544+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:01:03.868544+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:01:53.536567+00:00;P2;0.33
108;pms5003;3520;-26.689;27.817;2021-05-14T16:01:53.536567+00:00;P1;0.33
108;pms5003;3520;-26.689;27.817;2021-05-14T16:01:53.536567+00:00;P0;0.33
107;DHT22;3520;-26.689;27.817;2021-05-14T16:02:06.188652+00:00;humidity;31.90
107;DHT22;3520;-26.689;27.817;2021-05-14T16:02:06.188652+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:02:56.028708+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:02:56.028708+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:02:56.028708+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:03:08.468719+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T16:03:08.468719+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:03:58.142192+00:00;P2;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T16:03:58.142192+00:00;P1;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T16:03:58.142192+00:00;P0;0.50
107;DHT22;3520;-26.689;27.817;2021-05-14T16:04:10.590803+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:04:10.590803+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:05:00.217010+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:05:00.217010+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:05:00.217010+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:05:12.748978+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:05:12.748978+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:06:03.544613+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:06:03.544613+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:06:03.544613+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:06:16.253444+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:06:16.253444+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T16:07:05.785163+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:07:05.785163+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:07:05.785163+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:07:18.365100+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:07:18.365100+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:08:08.185097+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:08:08.185097+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:08:08.185097+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:08:20.917126+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T16:08:20.917126+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:09:10.701084+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:09:10.701084+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:09:10.701084+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:09:23.197137+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T16:09:23.197137+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:10:12.941123+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:10:12.941123+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:10:12.941123+00:00;P0;2.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:10:25.444737+00:00;humidity;32.30
107;DHT22;3520;-26.689;27.817;2021-05-14T16:10:25.444737+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:11:15.451516+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:11:15.451516+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:11:15.451516+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:11:27.976815+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T16:11:27.976815+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:12:17.686436+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:12:17.686436+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:12:17.686436+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:12:30.248204+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T16:12:30.248204+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:13:20.197126+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:13:20.197126+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:13:20.197126+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:13:32.737008+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T16:13:32.737008+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T16:14:22.552321+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:14:22.552321+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:14:22.552321+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:14:35.195253+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:14:35.195253+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T16:15:24.844504+00:00;P2;1.25
108;pms5003;3520;-26.689;27.817;2021-05-14T16:15:24.844504+00:00;P1;1.25
108;pms5003;3520;-26.689;27.817;2021-05-14T16:15:24.844504+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:15:37.288329+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:15:37.288329+00:00;temperature;23.40
108;pms5003;3520;-26.689;27.817;2021-05-14T16:16:27.385762+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:16:27.385762+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:16:27.385762+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:16:40.054368+00:00;humidity;32.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:16:40.054368+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:17:40.252540+00:00;P2;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:17:40.252540+00:00;P1;0.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:17:40.252540+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:17:52.716257+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:17:52.716257+00:00;temperature;23.30
108;pms5003;3520;-26.689;27.817;2021-05-14T16:18:44.383486+00:00;P2;0.33
108;pms5003;3520;-26.689;27.817;2021-05-14T16:18:44.383486+00:00;P1;0.33
108;pms5003;3520;-26.689;27.817;2021-05-14T16:18:44.383486+00:00;P0;0.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:18:57.141456+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:18:57.141456+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:19:48.101490+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:19:48.101490+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:19:48.101490+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:20:00.464730+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:20:00.464730+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:20:50.070849+00:00;P2;3.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:20:50.070849+00:00;P1;4.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:20:50.070849+00:00;P0;2.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:21:02.505610+00:00;humidity;32.10
107;DHT22;3520;-26.689;27.817;2021-05-14T16:21:02.505610+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:21:52.628154+00:00;P2;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T16:21:52.628154+00:00;P1;0.50
108;pms5003;3520;-26.689;27.817;2021-05-14T16:21:52.628154+00:00;P0;0.50
107;DHT22;3520;-26.689;27.817;2021-05-14T16:22:04.998015+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T16:22:04.998015+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:22:55.635149+00:00;P2;0.75
108;pms5003;3520;-26.689;27.817;2021-05-14T16:22:55.635149+00:00;P1;0.75
108;pms5003;3520;-26.689;27.817;2021-05-14T16:22:55.635149+00:00;P0;0.75
107;DHT22;3520;-26.689;27.817;2021-05-14T16:23:08.225103+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T16:23:08.225103+00:00;temperature;23.20
108;pms5003;3520;-26.689;27.817;2021-05-14T16:23:59.537200+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:23:59.537200+00:00;P1;4.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:23:59.537200+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:24:12.253184+00:00;humidity;32.20
107;DHT22;3520;-26.689;27.817;2021-05-14T16:24:12.253184+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T16:25:03.590140+00:00;P2;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:25:03.590140+00:00;P1;1.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:25:03.590140+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:25:16.066592+00:00;humidity;32.40
107;DHT22;3520;-26.689;27.817;2021-05-14T16:25:16.066592+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T16:26:05.660633+00:00;P2;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:26:05.660633+00:00;P1;2.00
108;pms5003;3520;-26.689;27.817;2021-05-14T16:26:05.660633+00:00;P0;1.00
107;DHT22;3520;-26.689;27.817;2021-05-14T16:26:18.266063+00:00;humidity;32.70
107;DHT22;3520;-26.689;27.817;2021-05-14T16:26:18.266063+00:00;temperature;23.10
108;pms5003;3520;-26.689;27.817;2021-05-14T16:27:08.049173+00:00;P2;1.00
